33.5403694792, 36.1449943051
33.5425917421, 36.1449942845
33.5448140051, 36.1449942226
33.547036268, 36.1449941195
33.5492585309, 36.1449939752
33.5514807939, 36.1449937897
33.5625921082, 36.1449922434
33.573703422, 36.1449896663
33.584814735, 36.1449860583
33.5959260467, 36.1449814194
33.607037357, 36.1449757497
33.6181486656, 36.1449690492
33.6292599721, 36.1449613178
33.6403712763, 36.1449525555
33.6514825779, 36.1449427624
33.6737051721, 36.1449200837
33.6959277522, 36.1448932815
33.7181503162, 36.144862356
33.7403728615, 36.1448273071
33.7625953858, 36.1447881348
33.7848178869, 36.1447448391
33.8070403625, 36.1446974201
33.8292628101, 36.1446458777
33.8514852275, 36.144590212
33.8737076123, 36.1445304231
33.8959299622, 36.1444665108
33.9181522749, 36.1443984752
33.9403745481, 36.1443263163
33.9625967793, 36.1442500343
33.9848189665, 36.144169629
34.007041107, 36.1440851004
34.0292631988, 36.1439964487
34.0514852393, 36.1439036739
34.0737072264, 36.1438067759
34.0959291577, 36.1437057547
34.1181510308, 36.1436006105
34.1403728434, 36.1434913433
34.1625945933, 36.143377953
34.184816278, 36.1432604396
34.2070378952, 36.1431388034
34.2292594427, 36.1430130441
34.2514809182, 36.142883162
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
0.0, 0.0
